id,char,pinyin,pinyin_num,shengmu,yunmu,shengdiao,yinjie,source_index,other_pinyin,record_hint,coverage_tag,note
0937,躺,tǎng,tang3,t,ang,3,tang,3270,,读 tǎng,核心覆盖,
0938,烫,tàng,tang4,t,ang,4,tang,2087,,读 tàng,核心覆盖,
0939,滔,tāo,tao1,t,ao,1,tao,3011,,读 tāo,缺口替代,常用度较低，作组合覆盖用
0940,逃,táo,tao2,t,ao,2,tao,1588,,读 táo,核心覆盖,
0941,讨,tǎo,tao3,t,ao,3,tao,315,,读 tǎo,核心覆盖,
0942,套,tào,tao4,t,ao,4,tao,1869,,读 tào,核心覆盖,
0943,特,tè,te4,t,e,4,te,1938,,读 tè,核心覆盖,
0944,疼,téng,teng2,t,eng,2,teng,2031,,读 téng,核心覆盖,
0945,体,tī,ti1,t,i,1,ti,770,tǐ,读 tī，不读 tǐ,核心覆盖,
0946,题,tí,ti2,t,i,2,ti,3233,,读 tí,核心覆盖,
0947,体,tǐ,ti3,t,i,3,ti,770,tī,读 tǐ，不读 tī,核心覆盖,
0948,替,tì,ti4,t,i,4,ti,2506,,读 tì,核心覆盖,
0949,天,tiān,tian1,t,ian,1,tian,78,,读 tiān,核心覆盖,
0950,田,tián,tian2,t,ian,2,tian,244,,读 tián,核心覆盖,
0951,舔,tiǎn,tian3,t,ian,3,tian,3117,,读 tiǎn,核心覆盖,
0952,挑（挑拣）,tiāo,tiao1,t,iao,1,tiao,1387,tiǎo,读 tiāo，不读 tiǎo,核心覆盖,
0953,条,tiáo,tiao2,t,iao,2,tiao,816,,读 tiáo,核心覆盖,
0954,挑（挑大梁）,tiǎo,tiao3,t,iao,3,tiao,1387,tiāo,读 tiǎo，不读 tiāo,缺口替代,常用度较低，作组合覆盖用
0955,跳,tiào,tiao4,t,iao,4,tiao,2915,,读 tiào,核心覆盖,
0956,贴,tiē,tie1,t,ie,1,tie,1521,,读 tiē,核心覆盖,
0957,铁,tiě,tie3,t,ie,3,tie,1932,,读 tiě,核心覆盖,
0958,听,tīng,ting1,t,ing,1,ting,739,,读 tīng,核心覆盖,
0959,庭,tíng,ting2,t,ing,2,ting,1624,,读 tíng,核心覆盖,
0960,挺,tǐng,ting3,t,ing,3,ting,1382,,读 tǐng,核心覆盖,
0961,通,tōng,tong1,t,ong,1,tong,2145,tòng,读 tōng，不读 tòng,核心覆盖,
0962,铜,tóng,tong2,t,ong,2,tong,2306,,读 tóng,核心覆盖,
0963,统,tǒng,tong3,t,ong,3,tong,1765,,读 tǒng,核心覆盖,
0964,痛,tòng,tong4,t,ong,4,tong,2734,,读 tòng,核心覆盖,
0965,偷,tōu,tou1,t,ou,1,tou,2330,,读 tōu,核心覆盖,
0966,头,tóu,tou2,t,ou,2,tou,310,,读 tóu,核心覆盖,
0967,透,tòu,tou4,t,ou,4,tou,1950,,读 tòu,核心覆盖,
0968,突,tū,tu1,t,u,1,tu,1700,,读 tū,核心覆盖,
0969,图,tú,tu2,t,u,2,tu,1119,,读 tú,核心覆盖,
0970,土,tǔ,tu3,t,u,3,tu,27,,读 tǔ,核心覆盖,
0971,兔,tù,tu4,t,u,4,tu,1195,,读 tù,核心覆盖,
0972,团,tuán,tuan2,t,uan,2,tuan,425,,读 tuán,核心覆盖,
0973,推,tuī,tui1,t,uei,1,tui,2174,,读 tuī,核心覆盖,
0974,颓（颓废）,tuí,tui2,t,uei,2,tui,2950,,读 tuí,缺口替代,常用度较低，作组合覆盖用
0975,腿,tuǐ,tui3,t,uei,3,tui,2976,,读 tuǐ,核心覆盖,
0976,退,tuì,tui4,t,uei,4,tui,1720,,读 tuì,核心覆盖,
0977,吞,tūn,tun1,t,uen,1,tun,607,,读 tūn,核心覆盖,
0978,囤,tún,tun2,t,uen,2,tun,3433,,读 tún,核心覆盖,
0979,拖,tuō,tuo1,t,uo,1,tuo,968,,读 tuō,核心覆盖,
0980,鸵,tuó,tuo2,t,uo,2,tuo,2008,,读 tuó,缺口替代,常用度较低，作组合覆盖用
0981,妥,tuǒ,tuo3,t,uo,3,tuo,799,,读 tuǒ,核心覆盖,
0982,拓（拓展）,tuò,tuo4,t,uo,4,tuo,957,tà,读 tuò，不读 tà,核心覆盖,
0983,西,xī,xi1,x,i,1,xi,384,,读 xī,核心覆盖,
0984,习,xí,xi2,x,i,2,xi,70,,读 xí,核心覆盖,
0985,喜,xǐ,xi3,x,i,3,xi,2523,,读 xǐ,核心覆盖,
0986,系,xì,xi4,x,i,4,xi,825,jì,读 xì，不读 jì,核心覆盖,
0987,虾,xiā,xia1,x,ia,1,xia,1498,,读 xiā,核心覆盖,
0988,峡,xiá,xia2,x,ia,2,xia,1518,,读 xiá,核心覆盖,
0989,下,xià,xia4,x,ia,4,xia,30,,读 xià,核心覆盖,
0990,先,xiān,xian1,x,ian,1,xian,446,,读 xiān,核心覆盖,
0991,闲,xián,xian2,x,ian,2,xian,846,,读 xián,核心覆盖,
0992,险,xiǎn,xian3,x,ian,3,xian,1733,,读 xiǎn,核心覆盖,
0993,现,xiàn,xian4,x,ian,4,xian,949,,读 xiàn,核心覆盖,
0994,乡,xiāng,xiang1,x,iang,1,xiang,73,,读 xiāng,核心覆盖,
0995,降（投降）,xiáng,xiang2,x,iang,2,xiang,1321,jiàng,读 xiáng，不读 jiàng,核心覆盖,
0996,想,xiǎng,xiang3,x,iang,3,xiang,2867,,读 xiǎng,核心覆盖,
0997,向,xiàng,xiang4,x,iang,4,xiang,480,,读 xiàng,核心覆盖,
0998,消,xiāo,xiao1,x,iao,1,xiao,2071,,读 xiāo,核心覆盖,
0999,小,xiǎo,xiao3,x,iao,3,xiao,37,,读 xiǎo,核心覆盖,
1000,效,xiào,xiao4,x,iao,4,xiao,2034,,读 xiào,核心覆盖,
1001,些,xiē,xie1,x,ie,1,xie,1069,,读 xiē,核心覆盖,
1002,协,xié,xie2,x,ie,2,xie,383,,读 xié,核心覆盖,
1003,写,xiě,xie3,x,ie,3,xie,479,xuè,读 xiě，不读 xuè,核心覆盖,
1004,谢,xiè,xie4,x,ie,4,xie,2795,,读 xiè,核心覆盖,
1005,心,xīn,xin1,x,in,1,xin,174,,读 xīn,核心覆盖,
1006,信,xìn,xin4,x,in,4,xin,1570,,读 xìn,核心覆盖,
1007,兴,xīng,xing1,x,ing,1,xing,544,xìng,读 xīng，不读 xìng,核心覆盖,
1008,形,xíng,xing2,x,ing,2,xing,604,,读 xíng,核心覆盖,
1009,醒,xǐng,xing3,x,ing,3,xing,1474,,读 xǐng,核心覆盖,
1010,性,xìng,xing4,x,ing,4,xing,1268,,读 xìng,核心覆盖,
1011,胸,xiōng,xiong1,x,iong,1,xiong,1996,,读 xiōng,核心覆盖,
1012,雄,xióng,xiong2,x,iong,2,xiong,2596,,读 xióng,核心覆盖,
1013,修,xiū,xiu1,x,iou,1,xiu,1560,,读 xiū,核心覆盖,
1014,朽,xiǔ,xiu3,x,iou,3,xiu,375,,读 xiǔ,核心覆盖,
1015,秀,xiù,xiu4,x,iou,4,xiu,765,,读 xiù,核心覆盖,
1016,需,xū,xu1,x,ü,1,xu,3095,,读 xū,核心覆盖,
1017,徐,xú,xu2,x,ü,2,xu,1976,,读 xú,核心覆盖,
1018,许,xǔ,xu3,x,ü,3,xu,554,,读 xǔ,核心覆盖,
1019,续,xù,xu4,x,ü,4,xu,2488,,读 xù,核心覆盖,
1020,宣,xuān,xuan1,x,üan,1,xuan,1695,,读 xuān,核心覆盖,
1021,悬,xuán,xuan2,x,üan,2,xuan,2264,,读 xuán,核心覆盖,
1022,选,xuǎn,xuan3,x,üan,3,xuan,1545,,读 xuǎn,核心覆盖,
1023,炫,xuàn,xuan4,x,üan,4,xuan,2393,,读 xuàn,核心覆盖,
1024,薛（姓，薛平贵）,xuē,xue1,x,üe,1,xue,2849,,读 xuē,缺口替代,常用度较低，作组合覆盖用
1025,学,xué,xue2,x,üe,2,xue,1273,,读 xué,核心覆盖,
1026,雪,xuě,xue3,x,üe,3,xue,2249,,读 xuě,核心覆盖,
1027,血,xuè,xue4,x,üe,4,xue,479,xiě,用户自定,核心覆盖,
1028,熏,xūn,xun1,x,ün,1,xun,3119,,读 xūn,缺口替代,常用度较低，作组合覆盖用
1029,寻,xún,xun2,x,ün,2,xun,563,,读 xún,核心覆盖,
1030,迅,xùn,xun4,x,ün,4,xun,565,,读 xùn,核心覆盖,
1031,扎（扎小辫儿）,zā,za1,z,a,1,za,85,zhā，zhá,读 zā，不读 zhā、zhá,核心覆盖,
1032,杂,zá,za2,z,a,2,za,498,,读 zá,核心覆盖,
1033,咋,zǎ,za3,z,a,3,za,1097,zé，zhā,读 zǎ，不读 zé、zhā,核心覆盖,
1034,栽,zāi,zai1,z,ai,1,zai,1782,,读 zāi,核心覆盖,
1035,宰,zǎi,zai3,z,ai,3,zai,2106,,读 zǎi,核心覆盖,
1036,在,zài,zai4,z,ai,4,zai,388,,读 zài,核心覆盖,
1037,咱,zán,zan2,z,an,2,zan,1508,,读 zán,核心覆盖,
1038,赞,zàn,zan4,z,an,4,zan,3355,,读 zàn,核心覆盖,
1039,脏（脏物）,zāng,zang1,z,ang,1,zang,1998,zàng,读 zāng，不读 zàng,核心覆盖,
1040,藏（宝藏）,zàng,zang4,z,ang,4,zang,3392,cáng,读 zàng，不读 cáng,核心覆盖,
1041,遭,zāo,zao1,z,ao,1,zao,3085,,读 zāo,核心覆盖,
1042,凿,záo,zao2,z,ao,2,zao,2605,,读 záo,缺口替代,易误读：读 záo；常用度较低，作组合覆盖用
1043,早,zǎo,zao3,z,ao,3,zao,419,,读 zǎo,核心覆盖,
1044,灶,zào,zao4,z,ao,4,zao,851,,读 zào,核心覆盖,
1045,责,zé,ze2,z,e,2,ze,948,,读 zé,核心覆盖,
1046,贼,zéi,zei2,z,ei,2,zei,1924,,读 zéi,核心覆盖,
1047,怎,zěn,zen3,z,en,3,zen,1543,,读 zěn,核心覆盖,
1048,增,zēng,zeng1,z,eng,1,zeng,3204,,读 zēng,核心覆盖,
1049,赠,zèng,zeng4,z,eng,4,zeng,3351,,读 zèng,核心覆盖,
1050,资,zī,zi1,z,i,1,zi,2039,,读 zī,核心覆盖,
1051,子（孔子）,zǐ,zi3,z,i,3,zi,64,,读 zǐ,核心覆盖,
1052,自,zì,zi4,z,i,4,zi,477,,读 zì,核心覆盖,
1053,宗,zōng,zong1,z,ong,1,zong,1275,,读 zōng,核心覆盖,
1054,总,zǒng,zong3,z,ong,3,zong,1654,,读 zǒng,核心覆盖,
1055,纵,zòng,zong4,z,ong,4,zong,936,,读 zòng,核心覆盖,
1056,走,zǒu,zou3,z,ou,3,zou,625,,读 zǒu,核心覆盖,
1057,奏,zòu,zou4,z,ou,4,zou,1354,,读 zòu,核心覆盖,
1058,租,zū,zu1,z,u,1,zu,1944,,读 zū,核心覆盖,
1059,足,zú,zu2,z,u,2,zu,731,,读 zú,核心覆盖,
1060,组,zǔ,zu3,z,u,3,zu,1338,,读 zǔ,核心覆盖,
1061,钻（钻研）,zuān,zuan1,z,uan,1,zuan,1930,zuàn,读 zuān，不读 zuàn,核心覆盖,
1062,钻（钻石）,zuàn,zuan4,z,uan,4,zuan,1930,zuān,读 zuàn，不读 zuān,缺口替代,常用度较低，作组合覆盖用
1063,嘴,zuǐ,zui3,z,uei,3,zui,3342,,读 zuǐ,核心覆盖,
1064,最,zuì,zui4,z,uei,4,zui,2614,,读 zuì,核心覆盖,
1065,尊,zūn,zun1,z,uen,1,zun,2743,,读 zūn,核心覆盖,
1066,作（作坊）,zuō,zuo1,z,uo,1,zuo,777,zuò,读 zuō，不读 zuò,缺口替代,常用度较低，作组合覆盖用
1067,昨,zuó,zuo2,z,uo,2,zuo,1489,,读 zuó,核心覆盖,
1068,左,zuǒ,zuo3,z,uo,3,zuo,214,,读 zuǒ,核心覆盖,
1069,坐,zuò,zuo4,z,uo,4,zuo,797,,读 zuò,核心覆盖,
1070,渣,zhā,zha1,zh,a,1,zha,2753,,读 zhā,核心覆盖,
1071,闸,zhá,zha2,zh,a,2,zha,85,,读 zhá,核心覆盖,
1072,眨,zhǎ,zha3,zh,a,3,zha,1481,,读 zhǎ,核心覆盖,
1073,榨,zhà,zha4,zh,a,4,zha,3082,,读 zhà,核心覆盖,
1074,摘,zhāi,zhai1,zh,ai,1,zhai,3062,,读 zhāi,核心覆盖,
1075,宅,zhái,zhai2,zh,ai,2,zhai,547,,读 zhái,核心覆盖,
1076,窄,zhǎi,zhai3,zh,ai,3,zhai,2104,,读 zhǎi,核心覆盖,
1077,债,zhài,zhai4,zh,ai,4,zhai,1954,,读 zhài,核心覆盖,
1078,沾,zhān,zhan1,zh,an,1,zhan,1245,,读 zhān,核心覆盖,
1079,展,zhǎn,zhan3,zh,an,3,zhan,2131,,读 zhǎn,核心覆盖,
1080,战,zhàn,zhan4,zh,an,4,zhan,1468,,读 zhàn,核心覆盖,
1081,张,zhāng,zhang1,zh,ang,1,zhang,909,,读 zhāng,核心覆盖,
1082,掌,zhǎng,zhang3,zh,ang,3,zhang,2610,,读 zhǎng,核心覆盖,
1083,账,zhàng,zhang4,zh,ang,4,zhang,1114,,读 zhàng,核心覆盖,
1084,招,zhāo,zhao1,zh,ao,1,zhao,988,,读 zhāo,核心覆盖,
1085,着（着急）,zháo,zhao2,zh,ao,2,zhao,2398,zhāo，zhuó,读 zháo，不读 zhāo、zhuó，zhe 为轻声不录,核心覆盖,
1086,找,zhǎo,zhao3,zh,ao,3,zhao,621,,读 zhǎo,核心覆盖,
1087,兆,zhào,zhao4,zh,ao,4,zhao,489,,读 zhào,核心覆盖,
1088,遮,zhē,zhe1,zh,e,1,zhe,632,,读 zhē,核心覆盖,
1089,哲,zhé,zhe2,zh,e,2,zhe,1802,,读 zhé,核心覆盖,
1090,者,zhě,zhe3,zh,e,3,zhe,969,,读 zhě,核心覆盖,
1091,这,zhè,zhe4,zh,e,4,zhe,837,,读 zhè,核心覆盖,
1092,真,zhēn,zhen1,zh,en,1,zhen,1832,,读 zhēn,核心覆盖,
1093,枕,zhěn,zhen3,zh,en,3,zhen,1033,,读 zhěn,核心覆盖,
1094,镇,zhèn,zhen4,zh,en,4,zhen,3256,,读 zhèn,核心覆盖,
1095,争,zhēng,zheng1,zh,eng,1,zheng,508,,读 zhēng,核心覆盖,
1096,整,zhěng,zheng3,zh,eng,3,zheng,3333,,读 zhěng,核心覆盖,
1097,挣,zhèng,zheng4,zh,eng,4,zheng,198,,读 zhèng,核心覆盖,
1098,之,zhī,zhi1,zh,i,1,zhi,58,,读 zhī,核心覆盖,
1099,职,zhí,zhi2,zh,i,2,zhi,2192,,读 zhí,核心覆盖,
1100,指,zhǐ,zhi3,zh,i,3,zhi,1389,,读 zhǐ,核心覆盖,
1101,置,zhì,zhi4,zh,i,4,zhi,2931,,读 zhì,核心覆盖,
1102,终,zhōng,zhong1,zh,ong,1,zhong,1344,,读 zhōng,核心覆盖,
1103,种（种子）,zhǒng,zhong3,zh,ong,3,zhong,1549,chóng，zhòng,读 zhǒng，不读 chóng、zhòng,核心覆盖,
1104,众,zhòng,zhong4,zh,ong,4,zhong,491,,读 zhòng,核心覆盖,
1105,周,zhōu,zhou1,zh,ou,1,zhou,1192,,读 zhōu,核心覆盖,
1106,轴,zhóu,zhou2,zh,ou,2,zhou,1462,zhòu,读 zhóu，不读 zhòu,核心覆盖,
1107,肘,zhǒu,zhou3,zh,ou,3,zhou,806,,读 zhǒu,核心覆盖,
1108,骤,zhòu,zhou4,zh,ou,4,zhou,3436,,读 zhòu,核心覆盖,
1109,朱,zhū,zhu1,zh,u,1,zhu,445,,读 zhū,核心覆盖,
1110,逐,zhú,zhu2,zh,u,2,zhu,1870,,读 zhú,核心覆盖,
1111,主,zhǔ,zhu3,zh,u,3,zhu,300,,读 zhǔ,核心覆盖,
1112,注,zhù,zhu4,zh,u,4,zhu,1252,,读 zhù,核心覆盖,
1113,抓,zhuā,zhua1,zh,ua,1,zhua,633,,读 zhuā,核心覆盖,
1114,爪,zhuǎ,zhua3,zh,ua,3,zhua,138,zhǎo,读 zhuǎ，不读 zhǎo,核心覆盖,
1115,拽,zhuài,zhuai4,zh,uai,4,zhuai,1380,,读 zhuài,核心覆盖,
1116,专,zhuān,zhuan1,zh,uan,1,zhuan,83,,读 zhuān,核心覆盖,
1117,转,zhuǎn,zhuan3,zh,uan,3,zhuan,1059,zhuàn,读 zhuǎn，不读 zhuàn,核心覆盖,
1118,赚,zhuàn,zhuan4,zh,uan,4,zhuan,3112,,读 zhuàn,核心覆盖,
1119,装,zhuāng,zhuang1,zh,uang,1,zhuang,2726,,读 zhuāng,核心覆盖,
1120,状,zhuàng,zhuang4,zh,uang,4,zhuang,828,,读 zhuàng,核心覆盖,
1121,追,zhuī,zhui1,zh,uei,1,zhui,1577,,读 zhuī,核心覆盖,
1122,坠,zhuì,zhui4,zh,uei,4,zhui,3052,,读 zhuì,缺口替代,易误读：读 zhuì，不读 áo；常用度较低，作组合覆盖用
1123,谆（谆谆教诲）,zhūn,zhun1,zh,uen,1,zhun,2126,,读 zhūn,缺口替代,常用度较低，作组合覆盖用
1124,准,zhǔn,zhun3,zh,uen,3,zhun,2024,,读 zhǔn,核心覆盖,
1125,桌,zhuō,zhuo1,zh,uo,1,zhuo,1881,,读 zhuō,核心覆盖,
1126,啄,zhuó,zhuo2,zh,uo,2,zhuo,2503,,读 zhuó,核心覆盖,
